ID,RA,DEC,REGION,t25,t50,t75,g25,g50,g75,m25,m50,m75,a25,a50,a75,v25,v50,v75
2M03475094+2430188,56.96225,24.505238,Pleyades,3496.0,3553.0,3605.0,4.28,4.65,4.73,-0.1,0.01,0.12,-0.07,-0.05,-0.04,19.69,20.46,23.1
2M03475252+2356286,56.968837,23.941282,Pleyades,5955.0,5999.0,6126.0,4.26,4.33,4.42,-0.11,-0.09,-0.03,-0.06,-0.03,-0.01,23.98,24.13,24.5
2M03480581+2302030,57.024237,23.034182,Pleyades,3433.0,3453.0,3507.0,4.24,4.31,4.38,-0.11,-0.04,0.02,-0.07,-0.06,-0.04,14.63,15.09,16.04
2M03480796+2344238,57.033187,23.739946,Pleyades,3209.0,3250.0,3289.0,4.08,4.16,4.23,-0.24,-0.18,-0.16,-0.1,-0.09,-0.07,19.06,19.31,19.94
2M03481686+2512546,57.070268,25.21517,Pleyades,5796.0,5816.0,5841.0,3.83,3.85,3.9,-0.34,-0.32,-0.31,-0.11,-0.1,-0.09,28.29,28.49,28.76
2M03481712+2353253,57.071342,23.890385,Pleyades,5562.0,5620.0,5640.5,4.27,4.36,4.39,-0.12,-0.1,-0.07,-0.11,-0.09,-0.07,16.65,16.88,17.51
2M03481729+2430160,57.072042,24.504456,Pleyades,4059.0,4077.0,4119.0,4.68,4.76,4.78,0.07,0.12,0.13,-0.04,-0.02,0.0,14.11,14.41,15.45
2M03481983+2336121,57.082628,23.603373,Pleyades,3062.0,3094.0,3196.0,4.16,4.36,4.64,-0.33,-0.17,0.0,-0.25,-0.25,-0.22,20.78,23.76,29.85
2M03482028+2454552,57.084518,24.915359,Pleyades,3201.0,3216.0,3278.0,3.81,3.84,4.0,-0.18,-0.09,-0.05,-0.12,-0.11,-0.09,28.42,29.46,30.75
2M03482616+2402544,57.109023,24.048445,Pleyades,5821.0,5926.0,6002.0,4.36,4.42,4.5,-0.15,-0.09,-0.06,-0.13,-0.12,-0.1,19.28,19.39,19.81
2M03483451+2326053,57.143806,23.434818,Pleyades,5623.0,5820.0,5835.0,4.31,4.46,4.49,-0.15,-0.07,-0.06,-0.12,-0.1,-0.08,18.9,19.02,19.33
2M03483764+2246095,57.156844,22.76932,Pleyades,4000.0,4037.0,4070.0,4.69,4.75,4.78,0.06,0.11,0.12,-0.04,-0.02,0.0,14.46,14.83,16.25
2M03484542+2320201,57.189275,23.338938,Pleyades,4382.0,4392.0,4437.0,4.67,4.72,4.74,0.08,0.12,0.13,0.0,0.02,0.04,15.21,15.66,16.62
2M03491230+2313421,57.301254,23.228373,Pleyades,4067.0,4093.0,4133.0,4.65,4.71,4.75,0.1,0.13,0.15,-0.06,-0.04,-0.02,13.57,14.24,15.05
2M03493302+2432027,57.387615,24.534105,Pleyades,3407.0,3462.0,3504.0,4.41,4.79,4.86,-0.06,0.01,0.12,-0.03,0.04,0.07,12.75,14.28,14.96
2M03493653+2417460,57.402244,24.296135,Pleyades,4837.0,4885.0,4974.0,4.25,4.28,4.35,-0.09,-0.07,-0.04,0.05,0.07,0.09,14.41,14.57,14.87
2M03494092+2320298,57.420506,23.341612,Pleyades,6628.0,6645.0,6692.0,3.85,3.87,3.9,-0.38,-0.35,-0.32,0.1,0.15,0.17,37.42,37.96,38.42
2M03494227+2427470,57.426129,24.46306,Pleyades,4719.0,4757.0,4862.0,4.23,4.26,4.36,-0.08,-0.07,-0.04,-0.02,0.0,0.03,14.52,14.64,15.05
2M03494270+2419077,57.42793,24.318832,Pleyades,3199.0,3215.0,3273.0,3.96,4.1,4.31,-0.26,-0.15,-0.12,-0.09,-0.08,-0.04,23.61,24.4,25.17
2M03495833+2342340,57.493065,23.709459,Pleyades,3458.0,3472.0,3521.0,4.15,4.19,4.25,-0.09,-0.05,0.0,-0.08,-0.06,-0.04,20.91,21.54,22.73
2M03500216+2351449,57.509038,23.86248,Pleyades,3350.0,3378.0,3457.0,4.46,4.67,4.79,-0.34,-0.23,-0.14,-0.04,-0.02,0.02,21.51,23.59,24.8
2M03500505+2407264,57.521068,24.12402,Pleyades,4088.0,4100.0,4154.0,4.62,4.65,4.68,0.08,0.1,0.12,-0.05,-0.04,0.01,14.36,14.45,15.3
2M03501240+2431586,57.551675,24.532957,Pleyades,4409.0,4421.0,4482.0,4.65,4.69,4.73,0.08,0.1,0.12,0.0,0.0,0.04,14.55,14.71,15.64
2M03501244+2355363,57.551868,23.92675,Pleyades,3010.0,3045.0,3201.0,3.85,3.9,4.16,-0.45,-0.42,-0.36,-0.1,-0.09,-0.06,18.04,19.22,19.99
2M03501290+2421067,57.55378,24.351881,Pleyades,3532.0,3544.0,3646.0,4.13,4.15,4.33,0.0,0.01,0.04,-0.08,-0.07,-0.04,14.19,14.43,15.11
2M03501766+2522464,57.573607,25.37956,Pleyades,6219.0,6365.0,6409.0,4.44,4.6,4.65,-0.19,-0.13,-0.09,-0.12,-0.1,-0.07,25.9,26.34,27.12
2M03502089+2428003,57.58708,24.466755,Pleyades,5333.0,5365.0,5405.0,4.27,4.3,4.34,-0.04,-0.01,0.0,-0.04,-0.03,0.03,14.07,14.25,14.42
2M03502291+2211181,57.595462,22.188366,Pleyades,3981.0,4001.0,4086.0,4.32,4.4,4.62,-0.14,-0.09,0.01,-0.07,-0.05,-0.03,15.53,16.26,18.39
2M03503457+2430281,57.644052,24.507822,Pleyades,4560.0,4599.0,4630.5,4.27,4.3,4.34,-0.02,0.02,0.03,-0.02,0.01,0.02,15.95,16.27,16.84
2M03503890+2313028,57.662113,23.217459,Pleyades,3295.0,3305.0,3416.0,4.14,4.25,4.3,0.08,0.2,0.23,-0.11,-0.1,-0.07,30.34,32.61,34.14
2M03504007+2355590,57.666983,23.933065,Pleyades,5810.0,5857.0,5872.0,4.46,4.5,4.52,-0.14,-0.12,-0.11,-0.12,-0.1,-0.08,26.62,27.73,28.25
2M03504895+2240122,57.703983,22.670065,Pleyades,3467.0,3472.0,3526.75,4.14,4.16,4.24,-0.09,-0.07,-0.04,-0.06,-0.05,-0.03,18.89,19.19,20.0
2M03505508+2411508,57.729525,24.197466,Pleyades,5176.0,5231.0,5259.0,4.43,4.48,4.51,-0.01,0.02,0.03,-0.05,-0.04,-0.02,14.21,14.34,14.58
2M03505741+2406310,57.739232,24.108618,Pleyades,3400.0,3432.0,3501.0,3.95,4.11,4.39,-0.36,-0.31,-0.17,-0.08,-0.06,-0.03,14.46,14.74,15.86
2M03511207+2355575,57.800319,23.932665,Pleyades,3808.0,3852.0,3890.0,4.63,4.73,4.79,0.1,0.15,0.24,-0.07,-0.04,-0.01,12.24,14.39,15.83
2M03511685+2349357,57.820232,23.826605,Pleyades,4795.0,4824.0,4895.0,4.38,4.41,4.47,0.04,0.05,0.07,-0.03,-0.02,-0.01,14.14,14.29,14.51
2M03512381+2250293,57.849215,22.841484,Pleyades,4055.0,4078.0,4132.0,4.65,4.7,4.74,0.05,0.11,0.12,-0.05,-0.04,0.0,14.75,15.0,16.31
2M03512387+2206482,57.849465,22.113394,Pleyades,4442.0,4454.0,4522.5,4.56,4.59,4.63,-0.04,-0.03,-0.01,-0.01,0.02,0.04,14.4,14.56,15.21
2M03512440+2405147,57.851675,24.087425,Pleyades,4408.0,4420.0,4469.0,4.59,4.66,4.71,0.07,0.11,0.13,0.0,0.02,0.04,14.39,14.57,15.46
2M03512533+2353215,57.855558,23.88933,Pleyades,4136.0,4151.0,4209.0,4.66,4.7,4.74,0.06,0.1,0.12,-0.05,-0.03,0.01,12.49,14.22,14.9
2M03512993+2353572,57.87473,23.899225,Pleyades,4151.0,4167.0,4201.0,4.26,4.29,4.34,-0.08,-0.06,-0.04,-0.03,-0.02,0.01,32.28,33.12,33.52
2M03513927+2432561,57.913652,24.548941,Pleyades,4588.0,4601.0,4652.0,4.29,4.3,4.34,-0.09,-0.08,-0.07,-0.02,-0.02,0.0,15.84,16.03,16.95
2M04131414+2819108,63.308926,28.319677,Tauro,3435.0,3475.0,3527.0,3.28,3.36,3.42,-0.28,-0.26,-0.19,-0.06,-0.05,-0.03,33.88,34.22,35.09
2M04140747+2656134,63.531146,26.937082,Tauro,3466.0,3477.0,3512.0,4.02,4.08,4.15,-0.05,0.0,0.03,-0.09,-0.08,-0.07,23.79,24.05,25.01
2M04154278+2909597,63.928283,29.166586,Tauro,3869.0,3902.0,3951.0,3.77,3.81,3.85,-0.11,-0.09,-0.06,-0.07,-0.06,-0.03,14.65,14.77,15.67
2M04162810+2807358,64.117121,28.126614,Tauro,3678.0,3752.0,3787.0,3.6,3.66,3.72,-0.2,-0.17,-0.15,-0.1,-0.08,-0.07,31.74,33.05,33.67
2M04192625+2826142,64.859416,28.437305,Tauro,3774.0,3822.0,3856.0,3.81,3.86,3.92,-0.12,-0.09,-0.07,-0.1,-0.09,-0.07,18.58,19.08,19.61
2M04194819+2750007,64.950811,27.833555,Tauro,3433.0,3449.0,3502.0,3.5,3.57,3.67,-0.29,-0.24,-0.21,-0.07,-0.06,-0.04,15.91,16.31,17.86
2M04202588+2816416,65.107869,28.278227,Tauro,5728.0,5748.0,5838.0,3.89,3.92,4.11,-0.1,-0.08,-0.06,-0.09,-0.06,-0.03,18.01,18.93,19.1
2M04203918+2717317,65.163269,27.29215,Tauro,3190.0,3262.0,3315.0,3.25,3.36,3.44,-0.33,-0.24,-0.1,-0.06,-0.04,-0.02,24.08,24.53,25.81
2M04225629+1948324,65.734551,19.809008,Tauro,4298.0,4311.0,4379.0,4.25,4.27,4.39,-0.07,-0.06,0.02,-0.01,0.0,0.04,14.19,14.58,15.16
2M04281747+1844294,67.072801,18.741508,Tauro,6291.0,6354.0,6369.0,4.45,4.5,4.53,0.07,0.1,0.11,-0.09,-0.07,-0.04,14.27,14.37,14.67
2M04304184+1719428,67.674364,17.328566,Tauro,3149.0,3181.0,3225.0,3.71,3.76,3.82,-0.12,-0.04,0.01,-0.1,-0.09,-0.07,26.93,28.46,29.89
2M04311444+2710179,67.810168,27.171665,Tauro,3873.0,3880.0,3933.0,4.04,4.1,4.12,-0.09,-0.06,-0.04,-0.07,-0.06,-0.04,19.15,19.34,20.4
2M04311578+1820072,67.815752,18.335337,Tauro,3162.0,3190.0,3239.0,3.08,3.14,3.25,-0.56,-0.5,-0.43,-0.1,-0.09,-0.08,22.09,23.95,25.05
2M04311686+2150252,67.820254,21.840357,Tauro,4826.0,4836.0,4898.0,4.12,4.15,4.2,-0.02,-0.01,0.0,0.06,0.07,0.08,26.02,26.28,26.72
2M04312717+1706249,67.863224,17.106924,Tauro,4340.0,4352.0,4388.0,4.26,4.28,4.32,0.02,0.03,0.04,-0.01,0.0,0.03,24.36,24.51,25.07
2M04314644+2506236,67.943526,25.106571,Tauro,3124.0,3161.0,3213.0,3.72,3.88,4.26,-0.43,-0.2,-0.01,-0.01,0.09,0.12,14.82,16.35,18.77
2M04320926+1757227,68.038622,17.95632,Tauro,4164.0,4175.0,4241.0,4.01,4.04,4.08,0.03,0.04,0.07,-0.04,-0.03,0.0,35.14,35.77,37.22
2M04321583+1801387,68.065987,18.027424,Tauro,4148.0,4158.0,4196.0,3.76,3.83,3.88,-0.07,-0.05,-0.04,-0.01,0.0,0.03,42.42,43.03,43.31
2M04322627+1827521,68.109484,18.464485,Tauro,3062.0,3069.0,3198.0,3.06,3.1,3.17,-0.37,-0.33,-0.28,-0.06,-0.05,-0.02,25.65,26.35,28.37
2M04324373+1802563,68.182217,18.048981,Tauro,4072.0,4086.0,4139.0,4.18,4.23,4.27,0.0,0.05,0.06,-0.04,-0.04,-0.01,14.42,14.64,15.47
2M04325323+1735337,68.221822,17.592718,Tauro,3686.0,3732.0,3792.0,3.72,3.77,3.87,-0.1,-0.06,-0.01,-0.07,-0.06,-0.03,15.09,15.42,16.44
2M04330197+2421000,68.258238,24.350002,Tauro,3046.0,3066.0,3171.0,3.1,3.17,3.23,-0.74,-0.39,-0.34,-0.05,-0.04,0.07,20.48,21.49,23.85
2M04331003+2433433,68.291803,24.56205,Tauro,3883.0,3908.0,3976.75,3.93,4.06,4.14,-0.17,-0.1,-0.07,-0.08,-0.08,-0.05,33.16,34.35,36.25
2M04334298+2235566,68.429117,22.59906,Tauro,3196.0,3216.0,3276.0,3.42,3.47,3.52,-0.12,-0.03,0.01,-0.1,-0.09,-0.08,11.9,13.73,14.57
2M04335283+1803166,68.470136,18.054621,Tauro,3151.0,3159.0,3220.0,2.9,2.91,3.01,-0.69,-0.66,-0.62,-0.07,-0.07,-0.05,24.17,24.52,25.45
2M04341099+2251445,68.545803,22.862373,Tauro,3559.0,3682.0,3855.0,3.53,3.62,3.9,-0.18,-0.04,0.04,-0.1,-0.06,0.08,19.28,20.84,24.38
2M04341662+2331561,68.569265,23.532274,Tauro,6312.0,6367.0,6374.0,4.34,4.39,4.41,-0.43,-0.4,-0.38,-0.12,-0.09,-0.05,24.94,25.34,25.98
2M04344544+2308027,68.689355,23.134085,Tauro,3097.0,3160.0,3243.0,3.58,4.01,4.3,-0.86,-0.65,-0.41,-0.02,0.0,0.03,15.3,15.78,17.28
2M04345693+2258358,68.737218,22.976627,Tauro,3968.0,4042.0,4103.0,3.9,4.0,4.1,-0.07,-0.05,0.03,-0.08,-0.07,-0.03,43.28,43.9,45.16
2M04345923+1733379,68.746813,17.560541,Tauro,3153.0,3167.0,3217.0,2.92,2.96,3.08,-0.77,-0.75,-0.6,-0.01,0.04,0.09,24.44,26.42,28.38
2M04355568+1707395,68.982001,17.127659,Tauro,3127.0,3180.0,3274.0,3.18,3.33,3.58,-0.38,-0.25,-0.07,-0.08,-0.05,-0.01,37.4,40.05,42.46
2M04361600+1803199,69.066698,18.055538,Tauro,3922.0,3933.0,4040.0,4.11,4.14,4.23,-0.06,-0.04,0.01,-0.07,-0.06,-0.03,15.08,15.34,16.64
2M04361909+2542589,69.079551,25.716377,Tauro,4291.0,4303.0,4338.0,3.85,3.93,4.03,-0.06,-0.05,-0.03,-0.01,0.01,0.04,25.91,26.55,27.75
2M04381630+2326402,69.567919,23.444523,Tauro,3102.0,3192.0,3301.0,3.59,3.71,3.91,-0.76,-0.7,-0.44,-0.03,-0.01,0.05,29.1,31.29,34.7
2M04385214+2046505,69.717269,20.780722,Tauro,6283.0,6312.0,6342.0,4.17,4.19,4.23,-0.08,-0.05,-0.04,-0.06,-0.04,-0.02,13.64,14.18,14.29
2M04390940+2324007,69.789184,23.4002,Tauro,3659.0,3705.0,3792.0,3.75,3.89,4.13,-0.2,-0.1,-0.04,-0.06,-0.05,-0.02,13.13,14.72,15.42
2M04405471+2702359,70.22798,27.043324,Tauro,5935.0,5957.0,5988.0,3.71,3.73,3.77,-0.11,-0.1,-0.09,0.02,0.03,0.05,14.14,14.28,14.51
2M04411916+2918176,70.329865,29.304901,Tauro,6088.0,6109.0,6128.0,4.18,4.21,4.23,-0.37,-0.36,-0.34,-0.02,0.0,0.01,14.46,14.56,14.98
2M04450313+2432150,71.263057,24.537514,Tauro,3299.0,3323.0,3408.0,3.72,3.75,3.87,-0.29,-0.25,-0.21,-0.1,-0.09,-0.07,15.07,15.27,16.28
2M04501935+1731149,72.580665,17.520807,Tauro,5961.0,5974.0,6055.0,3.65,3.67,3.78,-0.43,-0.41,-0.39,0.16,0.19,0.22,38.33,38.98,39.78
2M04553695+3017553,73.903982,30.298697,Tauro,4515.0,4540.0,4563.0,3.77,3.79,3.85,-0.11,-0.1,-0.08,0.05,0.07,0.07,24.71,24.87,25.24
2M04565654+1600248,74.235584,16.006907,Tauro,3516.0,3529.0,3612.0,3.8,3.85,3.94,-0.08,0.0,0.01,-0.08,-0.07,-0.04,14.42,14.66,15.56
2M04585773+1600226,74.740543,16.006285,Tauro,5369.0,5388.0,5473.0,4.34,4.37,4.4,-0.18,-0.17,-0.14,0.02,0.04,0.05,13.9,14.17,14.32
2M20145132+3650468,303.713851,36.846355,cygnus,3998.0,4810.0,5641.0,3.19,3.65,4.14,-1.33,-0.55,0.18,-0.43,-0.16,0.16,13.58,24.47,38.07
2M20175964+3751580,304.498505,37.866119,cygnus,4953.0,5071.0,5122.0,2.77,2.8,2.91,0.0,0.07,0.1,-0.14,-0.09,-0.07,14.42,14.54,14.86
2M06315692+0453019,97.987189,4.883886,roseta,3907.0,4989.0,6184.0,3.93,4.38,4.93,-0.84,-0.4,0.29,-0.32,0.08,0.6,16.61,28.9,36.66
2M06325190+0442545,98.216274,4.715162,roseta,4871.0,4878.0,4913.0,3.03,3.04,3.13,-0.16,-0.14,-0.13,-0.14,-0.13,-0.12,24.46,24.68,25.13
2M06353098+0335401,98.879123,3.594476,roseta,4460.0,4474.0,4558.0,3.04,3.05,3.16,-0.32,-0.31,-0.27,0.03,0.05,0.07,23.54,23.71,23.96
2M06390409+0916139,99.767045,9.270547,NGC2264,3972.0,4052.0,4109.0,4.13,4.19,4.28,-0.19,-0.16,-0.13,-0.08,-0.06,-0.04,19.62,19.94,21.25
2M06392200+1006233,99.841699,10.106481,NGC2264,4080.0,4109.0,4150.0,4.15,4.19,4.28,-0.18,-0.15,-0.13,-0.05,-0.03,-0.02,12.81,14.22,14.72
2M06392550+0931394,99.856255,9.527615,NGC2264,3749.0,3761.0,3923.0,3.74,3.78,3.87,-0.53,-0.43,-0.38,-0.14,-0.12,-0.1,19.55,20.39,22.39
2M06393398+0949208,99.891619,9.822465,NGC2264,3851.0,3919.0,3965.0,3.83,3.89,3.95,-0.2,-0.18,-0.15,-0.09,-0.07,-0.05,14.92,15.18,16.34
2M06394147+0946196,99.922815,9.772137,NGC2264,4439.0,4447.0,4525.0,3.67,3.71,3.79,-0.2,-0.19,-0.17,-0.01,0.0,0.01,26.1,26.42,27.94
2M06395368+0908113,99.973671,9.136499,NGC2264,3676.0,3751.0,3795.0,3.74,3.84,4.0,-0.22,-0.18,-0.11,-0.09,-0.07,-0.05,14.38,14.76,15.76
2M06400552+0922260,100.023026,9.373912,NGC2264,3753.0,3770.0,3841.0,4.17,4.24,4.25,-0.2,-0.14,-0.12,-0.1,-0.08,-0.07,15.16,15.74,18.55
2M06401515+1001578,100.063158,10.032732,NGC2264,4221.0,4275.0,4324.0,3.32,3.34,3.47,-0.72,-0.71,-0.68,-0.03,-0.01,0.0,28.59,28.82,29.35
2M06402150+0906030,100.089587,9.10085,NGC2264,3939.0,3984.0,4090.0,4.05,4.18,4.28,-0.43,-0.39,-0.35,-0.11,-0.08,-0.04,13.24,14.39,15.77
2M06402564+0959597,100.106869,9.999926,NGC2264,3241.0,3290.0,3351.0,3.38,3.53,3.69,-0.25,-0.11,0.0,-0.12,-0.11,-0.09,20.3,21.27,23.89
2M06402842+1015002,100.118446,10.250073,NGC2264,3760.0,3770.0,3851.0,4.0,4.14,4.17,-0.19,-0.1,-0.09,-0.07,-0.06,-0.04,18.75,19.01,19.94
2M06403082+1000027,100.128441,10.000764,NGC2264,3064.0,3074.0,3174.0,3.12,3.16,3.22,-0.29,-0.25,-0.23,-0.1,-0.09,-0.07,19.09,19.53,20.63
2M06403332+0958529,100.138858,9.981377,NGC2264,3862.0,3871.0,3946.0,4.15,4.19,4.21,-0.15,-0.1,-0.1,-0.06,-0.06,-0.04,15.08,15.34,16.79
2M06403746+0955212,100.156094,9.922578,NGC2264,3978.0,4043.0,4083.0,4.06,4.14,4.25,-0.22,-0.18,-0.14,-0.05,-0.04,-0.01,17.5,19.04,19.67
2M06404485+0957442,100.18688,9.962293,NGC2264,4165.0,4183.0,4210.0,3.37,3.46,3.54,-0.4,-0.37,-0.35,-0.01,0.0,0.04,19.43,19.58,20.32
2M06404645+0959463,100.19355,9.996213,NGC2264,3948.0,3958.0,4016.75,3.6,3.63,3.7,-0.22,-0.21,-0.18,-0.04,-0.04,0.0,37.5,37.93,38.28
2M06405059+0954573,100.210806,9.91593,NGC2264,4337.0,4351.0,4392.0,3.54,3.58,3.64,-0.48,-0.46,-0.44,0.0,0.01,0.03,19.11,19.24,19.69
2M06410328+0957549,100.263667,9.965272,NGC2264,3876.0,3896.0,3997.0,3.95,4.1,4.13,-0.17,-0.09,-0.07,-0.09,-0.08,-0.06,19.59,20.06,21.63
2M06410417+0952020,100.267408,9.867225,NGC2264,4174.0,4185.0,4228.0,4.0,4.06,4.08,-0.17,-0.14,-0.13,-0.05,-0.04,-0.03,14.65,14.77,15.72
2M06410728+0949566,100.280365,9.832395,NGC2264,3195.0,3205.0,3263.0,2.96,2.99,3.06,-0.67,-0.62,-0.59,-0.04,-0.03,-0.01,19.37,19.56,20.37
2M06412203+0951126,100.341805,9.853523,NGC2264,4123.0,4162.0,4195.0,4.13,4.17,4.25,-0.09,-0.07,-0.05,-0.05,-0.01,0.01,20.14,20.53,21.5
2M06412304+0943266,100.346021,9.724062,NGC2264,3492.0,3533.0,3554.0,3.34,3.35,3.45,-0.27,-0.25,-0.23,-0.09,-0.07,-0.03,42.98,43.92,44.86
2M06415315+0950474,100.471491,9.846503,NGC2264,4184.0,4192.0,4265.0,4.08,4.11,4.13,-0.19,-0.15,-0.14,-0.06,-0.05,-0.02,16.0,16.47,17.86
2M06415578+0939580,100.482457,9.666117,NGC2264,3487.0,3518.0,3564.0,3.69,3.74,3.81,0.0,0.02,0.04,-0.1,-0.08,-0.06,16.88,18.98,19.67
2M06415593+0940468,100.483046,9.679678,NGC2264,3410.0,3452.0,3481.0,3.58,3.66,3.75,-0.27,-0.21,-0.11,-0.09,-0.08,-0.06,15.14,15.47,17.44
2M06420924+0944034,100.538503,9.734289,NGC2264,3929.0,3947.0,4014.0,4.04,4.08,4.12,-0.14,-0.12,-0.09,-0.07,-0.06,-0.04,19.96,20.28,21.51
2M06423050+0909261,100.627109,9.157273,NGC2264,4554.0,4567.0,4608.0,3.37,3.4,3.47,-0.58,-0.57,-0.55,0.08,0.1,0.11,42.17,42.73,42.98
2M06395984+0933416,99.999368,9.561582,NGC2264,4075.0,4098.0,4166.0,4.01,4.13,4.26,-0.04,0.08,0.11,-0.05,-0.03,-0.01,33.22,33.8,34.81
2M06401512+1005515,100.063033,10.097665,NGC2264,3829.0,3863.0,3899.0,4.0,4.1,4.15,-0.15,-0.1,-0.08,-0.07,-0.06,-0.04,26.2,28.04,29.04
2M06410357+1000353,100.264888,10.009828,NGC2264,3451.0,3479.0,3544.0,3.49,3.56,3.67,-0.28,-0.15,-0.12,-0.09,-0.08,-0.06,14.67,14.96,15.92
2M06411159+1002235,100.298293,10.039877,NGC2264,4343.0,4368.0,4382.0,3.74,3.76,3.78,-0.23,-0.21,-0.21,0.02,0.04,0.05,39.05,39.44,39.86
2M06411362+0913534,100.306759,9.231508,NGC2264,3958.0,3967.0,4101.0,3.89,3.96,4.03,-0.14,-0.12,-0.09,-0.09,-0.08,-0.03,20.53,21.13,23.18
2M06413491+1001472,100.395498,10.029802,NGC2264,3547.0,3626.0,3710.0,3.66,3.71,3.79,-0.18,-0.07,0.01,-0.11,-0.09,-0.06,19.64,20.11,21.49
